Title,Description,Links,Publication Date 
Президент Сингапура объявил о роспуске парламента,"Президент Сингапура Тарман Шанмугаратнам объявил о роспуске парламента. Всеобщие выборы должны состояться в течение трех месяцев после прекращения деятельности государственного органа, сообщили в Центральной избирательной комиссии страны.",https://www.kommersant.ru/doc/7657797,"Tue, 15 Apr 2025 10:38:04 +0300"
Япония обязала Google прекратить навязывать поисковик и браузер производителям,Комиссия по добросовестной торговле Японии признала Google виновной в нарушении антимонопольного законодательства страны. Регулятор обязал американскую корпорацию прекратить незаконную практику навязывания своего поисковика и браузера производителям смартфонов.,https://www.kommersant.ru/doc/7657782,"Tue, 15 Apr 2025 10:37:51 +0300"
В Курске повреждены 24 многоквартирных дома после атаки ВСУ,"Врио губернатора Курской области Александр Хинштейн назвал ночной удар БПЛА по Курску беспрецедентным по жестокости преступлением. В результате удара погиб один человек, девять ранены.",https://www.kommersant.ru/doc/7657774,"Tue, 15 Apr 2025 10:13:17 +0300"
Минсельхоз планирует начать поставки говядины на рынок Индонезии,"Россия готова удовлетворить имеющийся спрос на говядину в Индонезии, заявил замглавы Минсельхоза Максим Боровой. При этом он отметил, что на рынке Индонезии достаточно высокая конкуренция.",https://www.kommersant.ru/doc/7657755,"Tue, 15 Apr 2025 10:05:50 +0300"
В России создадут мастерскую политического образования по опыту школы комсомола,"На базе центра дополнительного образования «Сенеж» будет создана мастерская политического образования. Как сообщают источники РБК, проект одобрен администрацией президента России.",https://www.kommersant.ru/doc/7657745,"Tue, 15 Apr 2025 09:50:19 +0300"
Минюст хочет расширить полномочия ФСИН по применению оружия,"Минюст предложил разрешить сотрудникам Федеральной службы исполнения наказаний (ФСИН) применять огнестрельное оружие при розыске лиц, сбежавших из-под стражи. Ведомство подготовило соответствующий проект поправок, сообщает ТАСС.",https://www.kommersant.ru/doc/7657747,"Tue, 15 Apr 2025 09:41:16 +0300"
FT: Белый дом призывает Европу выбирать между технологиями Китая и США,"Председатель американской Федеральной комиссии по связи (FCC) Брендан Карр считает, что европейские страны должны сделать выбор — продолжить партнерство с американским производителем или перейти на китайские технологии. Такое мнение господин Карр выразил в беседе с Financial Times (FT).",https://www.kommersant.ru/doc/7657725,"Tue, 15 Apr 2025 09:20:27 +0300"
Мосгорсуд прекратил дело иноагента Поперечного о дискредитации армии,Мосгорсуд отменил постановление суда первой инстанции о штрафе 50 тыс. руб. комику Даниле Поперечному (признан в РФ иностранным агентом) за дискредитацию армии (ст. 20.3.3 КоАП).,https://www.kommersant.ru/doc/7657724,"Tue, 15 Apr 2025 09:08:04 +0300"
В Курской области открыли горячую линию после ночной атаки БПЛА,"Прокуратура Курской области запустила горячую линию после атаки ВСУ беспилотниками. В Курске в результате удара погиб один человек, а также повреждены объекты социальной сферы.",https://www.kommersant.ru/doc/7657716,"Tue, 15 Apr 2025 08:57:51 +0300"
Обвал породы произошел на шахте «Садкинская» в Ростовской области,"Два шахтера, по предварительным данным, находятся под завалами после обвала породы на шахте «Садкинская» в Белокалитвинском районе, сообщил врио губернатора Ростовской области Юрий Слюсарь. В момент обрушения в забое было около 75 шахтеров, их подняли на поверхность.",https://www.kommersant.ru/doc/7657720,"Tue, 15 Apr 2025 08:53:30 +0300"
Politico: Зеленский созовет лидеров Европы на 9 мая в Киев,"Президент Украины Владимир Зеленский намерен созвать представителей европейских стран в Киеве 9 мая. Как передает Politico, «демонстрация дипломатической силы» станет альтернативой ежегодному Параду Победы, который проводят в России.",https://www.kommersant.ru/doc/7657702,"Tue, 15 Apr 2025 08:44:24 +0300"
Губернатор Краснодарского края предложил альтернативные варианты отдыха в Анапе,"Власти Краснодарского края подготовили альтернативные варианты отдыха в Анапе и Темрюкском районе, заявил губернатор региона Вениамин Кондратьев. По его словам, туристам предлагают экскурсии по винодельням, объектам агротуризма, а также спортивные и гастрономические мероприятия.",https://www.kommersant.ru/doc/7657699,"Tue, 15 Apr 2025 08:40:21 +0300"
Иван Демидов забросил шайбу в дебютной игре в НХЛ,"Российский нападающий «Монреаль Канадиенс» Иван Демидов провел свой первый матч в Национальной хоккейной лиге (НХЛ), в котором отметился заброшенной шайбой и голевой передачей. На своем льду «Монреаль» принимал «Чикаго Блэкхокс».",https://www.kommersant.ru/doc/7657696,"Tue, 15 Apr 2025 08:22:44 +0300"
Володин назвал Каллас русофобкой из-за призыва не посещать парад Победы в Москве,"Председатель Госдумы Вячеслав Володин отреагировал на слова главы европейской дипломатии Каи Каллас, которая потребовала от стран—кандидатов в ЕС не посещать парад Победы в Москве. Господин Володин назвал ее русофобкой.",https://www.kommersant.ru/doc/7657695,"Tue, 15 Apr 2025 08:21:34 +0300"
Мошенники рассылают фейковые письма от «Госуслуг» о попытках входа в аккаунт,"Россиянам стали рассылать поддельные письма от портала «Госуслуги» о попытках входа в аккаунт с других устройств. При этом название аккаунта написано с ошибкой — Gos uslugi, пишет «РИА Новости».",https://www.kommersant.ru/doc/7657682,"Tue, 15 Apr 2025 08:12:08 +0300"
Минобороны подало иски к стройподрядчикам на 30 млрд рублей,"Минобороны направило в Арбитражный суд Москвы более 20 исков к своим крупным строительным подрядчикам. Сумма исковых требований превышает 31,1 млрд руб., сообщает «РИА Новости».",https://www.kommersant.ru/doc/7657677,"Tue, 15 Apr 2025 08:05:31 +0300"
"Продажи плодовой алкогольной продукции за три месяца упали на 73,2%","В январе—марте 2025 года розничная продажа спиртного на основе плодов и ягод, а также всех категорий вин снизилась год к году, следует из данных Росалкогольтабакконтроля. Реализация плодовой алкогольной продукции в первом квартале сократилась на 73,2% год к году, до 797,7 тыс. декалитров (дал).",https://www.kommersant.ru/doc/7657618,"Tue, 15 Apr 2025 08:01:12 +0300"
Суд на Сахалине приговорил к 15 годам колонии сдавшегося в плен ВСУ,"В Южно-Сахалинском гарнизонном военном суде завершилось рассмотрение первого уголовного дела о добровольной сдаче врагу в ходе специальной военной операции на Украине. По информации источника «Ъ», близкого к одной из сторон, сегодня подсудимый военнослужащий 39-й отдельной гвардейской мотострелковой краснознаменной бригады Роман Иванишин признан виновным в сдаче в плен, еще одной попытке сдачи в плен (ст.",https://www.kommersant.ru/doc/7657672,"Tue, 15 Apr 2025 07:37:02 +0300"
Объем бронирований детских лагерей за год вырос более чем на 10%,"Объем бронирований детских лагерей на лето за первые три месяца 2025 года увеличился на 32% в годовом выражении, подсчитали в сервисе Kidsincamp.ru. Гендиректор Incamp.ru Елена Рыженкова заявила о росте бронирований на 10% год к году.",https://www.kommersant.ru/doc/7657656,"Tue, 15 Apr 2025 07:35:05 +0300"
Аэропорт Сухума столкнулся с дефицитом кадров,"Аэропорт Сухума находится в активном поиске сотрудников из России, сообщили источники «Ъ». Российская компания «Инфраструктурное развитие», которая выиграла конкурс на восстановление аэропорта, на портале hh.ru опубликовала 38 вакансий, в том числе инженеров аэродромной службы.",https://www.kommersant.ru/doc/7657583,"Tue, 15 Apr 2025 07:30:06 +0300"
Администрация Трампа предложила сократить бюджет Госдепа почти вдвое,"Администрация Дональда Трампа предложила урезать финансирование Госдепартамента и Агентства США по международному развитию (USAID) на 48%, согласно внутреннему письму, с которым ознакомилась The Washington Post. Общий бюджет ведомств может сократиться с $55,4 млрд до $28,4 млрд в следующем финансовом году.",https://www.kommersant.ru/doc/7657670,"Tue, 15 Apr 2025 07:29:02 +0300"
За ночь сбили 115 БПЛА над пятью российскими регионами,"В течение ночи средства ПВО уничтожили 109 украинских беспилотников над Курской областью, сообщило Минобороны. По его данным, над Воронежской областью сбили еще три БПЛА, по одному — над территориями Московского региона, Брянской и Орловской областей.",https://www.kommersant.ru/doc/7657662,"Tue, 15 Apr 2025 07:14:49 +0300"
Главные новости к утру 15 апреля,"Министр иностранных дел России Сергей Лавров в интервью «Ъ» заявил, что, даже если Москва и Вашингтон не достигнут соглашения, российская сторона знает, как обеспечить свою обороноспособность. Средние ставки на внутренние автомобильные перевозки в первом квартале снизились на 12,1%, подсчитала биржа ATI.SU.",https://www.kommersant.ru/doc/7657651,"Tue, 15 Apr 2025 07:05:17 +0300"
«Библио-Глобус» допустил привлечение iFly для рейсов в Абхазию,Туроператор «Библио-Глобус» — партнер «Аэрофлота» — может привлечь авиакомпанию iFly к организации рейсов из Москвы в Сухум этим летом. Об этом сообщили три источника «Ъ».,https://www.kommersant.ru/doc/7657580,"Tue, 15 Apr 2025 07:00:32 +0300"
"Близ Северных Курил произошло землетрясение магнитудой 4,2","Землетрясение магнитудой 4,2 зарегистрировано 15 апреля в 11:50 по местному времени (3:50 мск) в Тихом океане у Северных Курильских островов, сообщили в сахалинском филиале Единой геофизической службы РАН. Эпицентр сейсмособытия находился в 164 км к югу от города Северо-Курильск (о.",https://www.kommersant.ru/doc/7657652,"Tue, 15 Apr 2025 06:55:52 +0300"
ЦБ отозвал лицензию у Промтрансбанка // ЦБ впервые с начала года отозвал лицензию у банка,Банк России отозвал лицензию на осуществление банковских операций у Промтрансбанка (ПТБ) с 15 апреля. Об этом сообщается на сайте ЦБ.,https://www.kommersant.ru/doc/7657648,"Tue, 15 Apr 2025 06:47:48 +0300"
Начинающие fashion-компании сократили предложения на рынке стрит-ритейла на 46%,"В 2025 году на торговых улицах Москвы откроется на 46% меньше fashion-магазинов, чем в 2024 году, говорится в исследовании консалтинговой компании NF Group. По подсчетам аналитиков, на рынке стрит-ритейла в столице запустится не более 30 новых магазинов, год назад было 44.",https://www.kommersant.ru/doc/7657620,"Tue, 15 Apr 2025 06:30:45 +0300"
Бывшего главреда Playboy в России обвинили в особо крупном мошенничестве,Бывший главный редактор журнала Playboy в России Владимир Ляпоров обвиняется в особо крупном мошенничестве (ч. 4 ст.,https://www.kommersant.ru/doc/7657641,"Tue, 15 Apr 2025 06:21:03 +0300"
Цены на грузоперевозки в России в первом квартале упали на 12%,"Средние ставки на внутренние автомобильные перевозки в первом квартале снизились на 12,1%, подсчитала биржа ATI.SU. Падение спроса и переизбыток транспорта привели к тому, что многие перевозчики работают ниже себестоимости.",https://www.kommersant.ru/doc/7657623,"Tue, 15 Apr 2025 06:00:09 +0300"
WSJ: Рубио и Келлог советуют Трампу быть жестче в отношениях с Россией,"The Wall Street Journal (WSJ) со ссылкой на источники в администрации США сообщила, что несколько высокопоставленных помощников президента США Дональда Трампа советуют ему скептически относиться к стремлению Москвы к миру с Украиной. По их словам, президент России Владимир Путин пока не проявил подлинного интереса к прекращению боевых действий.",https://www.kommersant.ru/doc/7657637,"Tue, 15 Apr 2025 05:57:06 +0300"
Торговая комиссия США требует от запрещенной Meta продать Instagram и WhatsApp,"Генеральный директор Meta (признана экстремистской и запрещена в РФ) Марк Цукерберг выступил в суде в Вашингтоне после обвинения в монополии от Федеральной торговой комиссии США (FTC). По мнению ведомства, компания потратила миллиарды долларов на приобретение Instagram (принадлежит Meta, которая признана в РФ экстремистской и запрещена) и WhatsApp с целью нейтрализовать потенциальных конкурентов Facebook (принадлежит Meta, которая признана в РФ экстремистской и запрещена) в сфере платформ, используемых для обмена сообщениями с близкими.",https://www.kommersant.ru/doc/7657632,"Tue, 15 Apr 2025 05:41:47 +0300"
Уиткофф: РФ и США продвигаются в заключении сделки по Украине,"Спецпосланник президента США Дональда Трампа Стив Уиткофф в эфире телеканала Fox News заявил о придании новой формы отношениям России и Штатов через «убедительные коммерческие возможности». По его словам, страны продвигаются в заключении сделки по конфликту на Украине.",https://www.kommersant.ru/doc/7657634,"Tue, 15 Apr 2025 05:28:40 +0300"
Минпромторг заменит субсидии льготными кредитами для производителей радиоэлектроники,Минпромторг отказывается от субсидий для разработчиков и производителей электронно-компонентной базы (ЭКБ). Вместо этого компании смогут получать льготные кредиты через Фонд развития промышленности.,https://www.kommersant.ru/doc/7657633,"Tue, 15 Apr 2025 05:20:40 +0300"
Федеральное финансирование борьбы с лесными пожарами в Якутии увеличено втрое,"Более 4,35 млрд руб. из федерального бюджета выделяется в 2025 году на борьбу с природными пожарами в Якутии, еще свыше 1,3 млрд руб. заложено в региональном, сообщило правительство республики. В прошлом году федеральное финансирование составляло почти втрое меньше — 1,5 млрд руб., регион выделил 1 млрд руб.",https://www.kommersant.ru/doc/7657631,"Tue, 15 Apr 2025 05:01:42 +0300"
СКР по Ингушетии возбудил уголовное дело после стрельбы и убийства,Управление Следственного комитета России (СКР) по Республике Ингушетия возбудило уголовное дело по факту убийства 35-летнего жителя села Экажево (ч. 1 ст.,https://www.kommersant.ru/doc/7657630,"Tue, 15 Apr 2025 04:50:22 +0300"
Китайский грузооборот в портах упал на 10% после пошлин Трампа,"Объем морских перевозок в Китае сократился на 10% за неделю после введения новых американских пошлин. По данным Министерства транспорта КНР, с 29 апреля по 5 мая порты обработали 244 млн т грузов — на 4% меньше, чем за аналогичный период 2024 года.",https://www.kommersant.ru/doc/7657629,"Tue, 15 Apr 2025 04:41:20 +0300"
85-летняя женщина погибла после атаки БПЛА на Курскую область,"В результате атаки БПЛА на жилые дома в Курске погибла 85-летняя женщина, сообщил оперштаб региона. Также сообщается о еще девяти пострадавших, получивших осколочные ранения, черепно-мозговые травмы, ожоги.",https://www.kommersant.ru/doc/7657628,"Tue, 15 Apr 2025 04:29:15 +0300"
"Администрация США заморозила более $2,2 млрд грантов Гарвардского университета","Assosiated Press сообщило о заморозке правительством США более $2,2 млрд грантов и $60 млн по контрактам Гарвардскому университету. Причиной стал отказ вуза на требования администрации президента США Дональда Трампа, касающиеся активизма и преподавательского состава.",https://www.kommersant.ru/doc/7657627,"Tue, 15 Apr 2025 04:19:15 +0300"
"У Южных Курил произошло ощутимое землетрясение магнитудой 4,5","Землетрясение магнитудой 4,5 зарегистрировано 15 апреля в 9:17 по местному времени (1:17 мск) у Южных Курил, сообщили в сахалинском филиале Единой геофизической службы РАН. Эпицентр сейсмособытия находился в 60 км южнее села Головнино (о.",https://www.kommersant.ru/doc/7657626,"Tue, 15 Apr 2025 04:02:39 +0300"
МИД Ирана: второй раунд переговоров с США пройдет в Омане,"Представитель МИД Ирана Исмаил Багаи в разговоре с агентством Irna подтвердил проведение второго раунда переговоров с США в Омане. Ранее источники Axios сообщали, что следующий этап диалога может переместиться из Маската в Рим по предложению американской стороны.",https://www.kommersant.ru/doc/7657625,"Tue, 15 Apr 2025 03:59:52 +0300"
Почти две тысячи человек пострадали от удушья из-за песчаной бури в Ираке,"Более 1,8 тыс. человек пострадали от удушья из-за бушующей в Ираке песчаной бури, среди них есть дети. Об этом сообщает газета «Аш-Шарк аль-Аусат».",https://www.kommersant.ru/doc/7657624,"Tue, 15 Apr 2025 03:43:25 +0300"
Власти Хабаровска намерены создать глэмпинги на трансграничном острове на Амуре,"Глава Хабаровского края Дмитрий Демешин поручил профильным министерствам организовать на территории края производство модулей для глэмпинга с целью развертывания туристических парков, сообщила пресс-служба губернатора и правительства региона во вторник, 15 апреля. Возведение глэмпинг-парков предполагается в девяти районах края, но главным образом на острове Большой Уссурийский на реке Амур, часть которого принадлежит Китаю.",https://www.kommersant.ru/doc/7657622,"Tue, 15 Apr 2025 03:27:49 +0300"
"Советник Орбана: вступление Украины в ЕС обойдется в €2,5 трлн","Политический советник премьер-министра Венгрии Балаж Орбан заявил, что вступление Украины в Евросоюз обойдется странам Евросоюза в €2,5 трлн. Он отметил, что эта сумма в 12 раз превышает общий бюджет ЕС на 2025 год.",https://www.kommersant.ru/doc/7657621,"Tue, 15 Apr 2025 03:24:52 +0300"
Над Курском сработала система ПВО,"Серия мощных взрывов прогремела в небе над Курском, сообщает «РИА Новости» со ссылкой на собственного корреспондента. Местные жители сообщили о не менее двадцати взрывах в небе.",https://www.kommersant.ru/doc/7657619,"Tue, 15 Apr 2025 03:11:38 +0300"
Демократы США представили законопроект об ужесточении санкций против РФ,"Демократы в Палате представителей США представили законопроект, призванный поддержать Украину в конфликте с Россией, сообщает Reuters со ссылкой на источники. По словам собеседников агентства, проект является еще одной попыткой оказать давление на администрацию президента США Дональда Трампа, чтобы она поддержала правительство в Киеве.",https://www.kommersant.ru/doc/7657617,"Tue, 15 Apr 2025 02:44:01 +0300"
Особый режим введен в заповедниках Хабаровского края в связи с пожарами,"В Хабаровском крае со вторника, 15 апреля, вводится особый противопожарный режим в государственных заповедниках Большехехцирский и Болоньский, а также в национальном парке Анюйский. Об этом сообщило ФГБУ «Заповедное Приамурье», в чьем ведении находятся особо охраняемые природные территории (ООПТ).",https://www.kommersant.ru/doc/7657616,"Tue, 15 Apr 2025 02:36:57 +0300"
Производство аналога шведского «ТетраПака» начнут в Подмосковье,"В подмосковном Чехове начнет работу предприятие, на котором будут выпускать аналог упаковки из Швеции «ТетраПак», ушедшей из России на фоне санкций. Инициатором строительства предприятия выступила компания «МолоПак».",https://www.kommersant.ru/doc/7657615,"Tue, 15 Apr 2025 02:16:26 +0300"
Министр финансов: США допускают разрыв торговых отношений с КНР,"Министр финансов США Скотт Бессент заявил, что Соединенные Штаты не рассматривают разрыв торговых отношений Пекина и Вашингтона как единственно возможный вариант, но допускают такое развитие событий. Об этом господин Бессент рассказал Bloomberg TV.",https://www.kommersant.ru/doc/7657613,"Tue, 15 Apr 2025 01:52:29 +0300"
P.Diddy не признал вину по новым обвинениям,"Рэп-исполнитель Шон Комбс, известный под псевдонимом P.Diddy, не признал вину по новым обвинениям в торговле людьми с целью сексуальной эксплуатации и перевозке людей для занятия проституцией. Об этом сообщает журнал Forbes.",https://www.kommersant.ru/doc/7657612,"Tue, 15 Apr 2025 01:41:00 +0300"
Newsweek рассчитали возможную цену покупки Гренландии,"Стартовое предложение США о покупке острова Гренландия могло составить около $2,2 млрд, сообщает журнал Newsweek со ссылкой на собственные подсчеты. В основе подсчетов Newsweek использовало предложение 33-го президента США Гарри Трумена от 1946 года о покупке острова за $100 млн.",https://www.kommersant.ru/doc/7657610,"Tue, 15 Apr 2025 01:15:41 +0300"
"«Хамас» заявил, что готов к обмену пленными после гарантий о прекращении огня","Высокопоставленный представитель «Хамаса» заявил, что палестинское движение готово освободить всех израильских заложников, если произойдет обмен пленными, а также если Израиль будет гарантировать прекращение огня в Газе. «Мы готовы освободить всех израильских пленных в обмен на серьезную сделку по обмену пленными, прекращение войны, вывод израильских войск из сектора Газа и поставку гуманитарной помощи»,— заявил представитель «Хамаса» Тахер аль-Нуну (цитата по Times of Israel).",https://www.kommersant.ru/doc/7657604,"Tue, 15 Apr 2025 00:54:39 +0300"
Производитель люксовых авто Isdera заявил о банкротстве,"Немецкий производитель люксовых автомобилей Isdera подал заявление о банкротстве, сообщило издание Bild. Компания производит авто более 40 лет.",https://www.kommersant.ru/doc/7657590,"Tue, 15 Apr 2025 00:32:18 +0300"
"Лавров: Россия знает, как обеспечить свою обороноспособность","Министр иностранных дел России Сергей Лавров в интервью «Ъ» заявил, что даже если Москва и Вашингтон не выработают соглашение взамен Договора о сокращении стратегических наступательных вооружений (ДСНВ), российская сторона знает, как обеспечить свою обороноспособность. Он подчеркнул, что от администрации Дональда Трампа пока не поступало двусторонних предложений по стратегическому сдерживанию.",https://www.kommersant.ru/doc/7657573,"Tue, 15 Apr 2025 00:05:50 +0300"
Германии предрекли войну с Россией из-за решения будущего канцлера по Украине,,https://lenta.ru/news/2025/04/17/germanii-predrekli-voynu-s-rossiey-iz-za-resheniya-buduschego-kantslera-po-ukraine/,"Thu, 17 Apr 2025 21:23:54 +0300"
Москвичам спрогнозировали первую весеннюю грозу,,https://lenta.ru/news/2025/04/17/groza-msk/,"Thu, 17 Apr 2025 21:21:05 +0300"
В российском городе школьница провалилась в колодец,,https://lenta.ru/news/2025/04/17/v-rossiyskom-gorode-shkolnitsa-provalilas-v-kolodets/,"Thu, 17 Apr 2025 21:20:48 +0300"
В университете Флориды преступник открыл огонь по людям,,https://lenta.ru/news/2025/04/17/v-universitete-floridy-prestupnik-otkryl-ogon-po-lyudyam/,"Thu, 17 Apr 2025 21:16:00 +0300"
В США раскрыли отношение Европы к Зеленскому,,https://lenta.ru/news/2025/04/17/v-ssha-raskryli-otnoshenie-evropy-k-zelenskomu/,"Thu, 17 Apr 2025 21:14:00 +0300"
Мужчинам назвали самую распространенную причину перелома пениса,,https://lenta.ru/news/2025/04/17/muzhchinam-nazvali-samuyu-rasprostranennuyu-prichinu-pereloma-penisa/,"Thu, 17 Apr 2025 21:13:00 +0300"
Генсека НАТО назвали «идиотом месяца» после его слов об Украине,,https://lenta.ru/news/2025/04/17/genseka-nato-nazvali-idiotom-mesyatsa-posle-ego-slov-ob-ukraine/,"Thu, 17 Apr 2025 21:08:00 +0300"
Украинская теннисистка подала в суд на главу WTA из-за морального насилия,,https://lenta.ru/news/2025/04/17/ukrainskaya-tennisistka-podala-v-sud-na-glavu-wta-iz-za-moralnogo-nasiliya/,"Thu, 17 Apr 2025 21:08:00 +0300"
Трамп назвал возможную дату заключения сделки с Украиной,,https://lenta.ru/news/2025/04/17/tramp-nazval-vozmozhnuyu-datu-zaklyucheniya-sdelki-s-ukrainoy/,"Thu, 17 Apr 2025 21:08:00 +0300"
Рыбак поймал на удочку тонущего купальщика,,https://lenta.ru/news/2025/04/17/rybak-poymal-na-udochku-tonuschego-kupalschika/,"Thu, 17 Apr 2025 21:02:00 +0300"
В российском регионе инвалид отсудил у властей сотни тысяч рублей за скользкий тротуар,,https://lenta.ru/news/2025/04/17/v-rossiyskom-regione-invalid-otsudil-u-vlastey-sotni-tysyach-rubley-za-skolzkiy-trotuar/,"Thu, 17 Apr 2025 20:59:00 +0300"
Трамп назвал срок ответа России по предложению о прекращении огня,,https://lenta.ru/news/2025/04/17/tramp-nazval-srok-otveta-rossii-po-predlozheniyu-o-prekraschenii-ognya/,"Thu, 17 Apr 2025 20:59:00 +0300"
Европа потребовала от США доказательств серьезного настроя России на мир,,https://lenta.ru/news/2025/04/17/evropa-potrebovala-ot-ssha-dokazatelstv-serieznogo-nastroya-rossii-na-mir/,"Thu, 17 Apr 2025 20:57:00 +0300"
В Германии назвали истинную цель пошлин США,,https://lenta.ru/news/2025/04/17/v-germanii-nazvali-istinnuyu-tsel-poshlin-ssha/,"Thu, 17 Apr 2025 20:53:00 +0300"
Россиянка отметила 108-летие,,https://lenta.ru/news/2025/04/17/rossiyanka-otmetila-108-letie/,"Thu, 17 Apr 2025 20:52:00 +0300"
Артемий Лебедев призвал брать пример с евреев в одном вопросе,,https://lenta.ru/news/2025/04/17/artemiy-lebedev-prizval-brat-primer-s-evreev-v-odnom-voprose/,"Thu, 17 Apr 2025 20:50:00 +0300"
Пасха 2025 года станет одной из самых теплых в истории Москвы,,https://lenta.ru/news/2025/04/17/msk-paskha/,"Thu, 17 Apr 2025 20:45:00 +0300"
Зеленского обвинили в наплевательстве,,https://lenta.ru/news/2025/04/17/zelenskogo-obvinili-v-naplevatelstve/,"Thu, 17 Apr 2025 20:44:00 +0300"
Жители Башкирии запечатлели неожиданное природное явление,,https://lenta.ru/news/2025/04/17/zhiteli-bashkirii-zapechatleli-neozhidannoe-prirodnoe-yavlenie/,"Thu, 17 Apr 2025 20:43:00 +0300"
Ольга Бузова показала фигуру в бикини и вызвала споры в сети,,https://lenta.ru/news/2025/04/17/olga-buzova-pokazala-figuru-v-bikini-i-vyzvala-spory-v-seti/,"Thu, 17 Apr 2025 20:43:00 +0300"
Следствие возбудило дело из-за заражения инфекцией в российской детском саду,,https://lenta.ru/news/2025/04/17/sledstvie-vozbudilo-delo-iz-za-zarazheniya-infektsiey-v-rossiyskoy-detskom-sadu/,"Thu, 17 Apr 2025 20:41:00 +0300"
В Киеве назвали возможную дату объявления общего перемирия,,https://lenta.ru/news/2025/04/17/v-kieve-nazvali-vozmozhnuyu-datu-ob-yavleniya-obschego-peremiriya/,"Thu, 17 Apr 2025 20:39:00 +0300"
В Северной Осетии объявили режим опасности БПЛА и план «Ковер»,,https://lenta.ru/news/2025/04/17/v-severnoy-osetii-ob-yavili-rezhim-opasnosti-bpla-i-plan-kover/,"Thu, 17 Apr 2025 20:36:00 +0300"
В Кремле анонсировали «определенный сигнал» в адрес США,,https://lenta.ru/news/2025/04/17/v-kremle-anonsirovali-opredelennyy-signal-v-adres-ssha/,"Thu, 17 Apr 2025 20:32:00 +0300"
Психолог перечислила признаки микроизмены,,https://lenta.ru/news/2025/04/17/psiholog-perechislila-priznaki-mikroizmeny/,"Thu, 17 Apr 2025 20:30:00 +0300"
Зеленский анонсировал поездку чиновника из США на фронт,,https://lenta.ru/news/2025/04/17/zelenskiy-anonsiroval-poezdku-chinovnika-iz-ssha-na-front/,"Thu, 17 Apr 2025 20:27:00 +0300"
Сын Плющенко рассказал об оскорблениях со стороны обвиненного в домогательствах Розанова,,https://lenta.ru/news/2025/04/17/syn-plyuschenko-rasskazal-ob-oskorbleniyah-so-storony-obvinennogo-v-domogatelstvah-rozanova/,"Thu, 17 Apr 2025 20:26:00 +0300"
Молодая мать из Забайкалья в декрете разработала уникальный проект,,https://lenta.ru/news/2025/04/17/molodaya-mat-iz-zabaykalya-v-dekrete-razrabotala-unikalnyy-proekt/,"Thu, 17 Apr 2025 20:24:00 +0300"
Начальника службы российского санатория осудили за несчастный случай на теннисном корте,,https://lenta.ru/news/2025/04/17/nachalnika-sluzhby-rossiyskogo-sanatoriya-osudili-za-neschastnyy-sluchay-na-tennisnom-korte/,"Thu, 17 Apr 2025 20:22:00 +0300"
Новое бикини Skims сравнили в сети с туалетной бумагой,,https://lenta.ru/news/2025/04/17/novoe-bikini-skims-sravnili-v-seti-s-tualetnoy-bumagoy/,"Thu, 17 Apr 2025 20:22:00 +0300"
Российский храм попал под минометный обстрел и удары дронов ВСУ,,https://lenta.ru/news/2025/04/17/rossiyskiy-hram-popal-pod-minometnyy-obstrel-i-udary-dronov-vsu/,"Thu, 17 Apr 2025 20:19:00 +0300"
В работе Telegram произошел сбой,,https://lenta.ru/news/2025/04/17/v-rabote-telegram-proizoshel-sboy/,"Thu, 17 Apr 2025 20:17:00 +0300"
Глава Госдепа назвал свою цель на встрече по Украине в Париже,,https://lenta.ru/news/2025/04/17/glava-gosdepa-nazval-tsel-vstrechi-po-ukraine-v-parizhe/,"Thu, 17 Apr 2025 20:12:00 +0300"
В Таиланде мужчина не выжил при попытке достать телефон туриста из ручья,,https://lenta.ru/news/2025/04/17/v-tailande-muzhchina-ne-vyzhil-pri-popytke-dostat-telefon-turista-iz-ruchya/,"Thu, 17 Apr 2025 20:11:00 +0300"
Зеленский назвал условия для начала обсуждения вопроса территорий,,https://lenta.ru/news/2025/04/17/zelenskiy-nazval-usloviya-dlya-nachala-obsuzhdeniya-voprosa-territoriy/,"Thu, 17 Apr 2025 20:07:00 +0300"
В СК расследуют атаку ВСУ на ЛНР с пострадавшими гражданскими,,https://lenta.ru/news/2025/04/17/sledstvennyy-komitet-rassleduet-ataku-vsu-na-lnr-iz-za-kotoroy-postradali-grazhdanskie/,"Thu, 17 Apr 2025 20:06:00 +0300"
МВФ увидел плюс в торговых войнах,,https://lenta.ru/news/2025/04/17/mvf-uvidel-plyus-v-torgovyh-voynah/,"Thu, 17 Apr 2025 20:05:00 +0300"
Зеленский раскрыл детали встречи в Париже,,https://lenta.ru/news/2025/04/17/zelenskiy-raskryl-detali-vstrechi-v-parizhe/,"Thu, 17 Apr 2025 20:03:00 +0300"
Москвичам рассказали о погоде на Пасху,,https://lenta.ru/news/2025/04/17/paskha-pogoda/,"Thu, 17 Apr 2025 20:02:00 +0300"
Американская «Валькирия» получила собственное шасси,,https://lenta.ru/news/2025/04/17/amerikanskaya-valkiriya-poluchila-sobstvennoe-shassi/,"Thu, 17 Apr 2025 20:01:00 +0300"
В Минобороны сообщили об атаке ВСУ на Астраханскую область,,https://lenta.ru/news/2025/04/17/v-minoborony-soobschili-ob-atake-vsu-na-astrahanskuyu-oblast/,"Thu, 17 Apr 2025 20:00:00 +0300"
